id,name,type,tags,prompt
NC-088,Trace Beacon,Status,Status;Junk;Debuff,"Cyberpunk card art. A tracking beacon card pulsing an enemy-aggro signal — while held, it amplifies incoming damage. Status/Junk/Debuff: bright signal-pulse icon on corrupted grey surface. Dark background. No text. No card border. Portrait."
NC-089,Malware Stub,Status,Status;Junk,"Cyberpunk card art. A small sickly-green malware slug process clinging stubbornly to the card surface, wasting a RAM action each turn. Status/Junk: sickly green malware-slug icon on corrupted grey. Dark background. No text. No card border. Portrait."
NC-090,Null Pointer,Status,Status;Junk,"Cyberpunk card art. A void-card pointing at nothing — a null address indicator, solid black voids eating the card from its edges inward. Status/Junk: void-black patches consuming the card surface from all sides. Dark background. No text. No card border. Portrait."
NC-091,Overheat,Status,Status;Junk,"Cyberpunk card art. A card warping and buckling from excess heat — glowing orange-red burn marks and heat distortion rippling across its surface. Status/Junk: heat-distortion and orange-red burn spreading across card. Dark background. No text. No card border. Portrait."
NC-092,Corrupted Sector,Status,Status;Junk,"Cyberpunk card art. A card with sectors of data simply missing — solid black void patches eating through sections of the card face at random. Status/Junk: void patches in irregular shapes cutting through the card. Dark background. No text. No card border. Portrait."
NC-093,Malware Seeder,Attack,Exploit;StatusGen,"Cyberpunk card art. An attack dart embeds in a target chassis, and a small glowing malware-slug crawls out from the impact wound to take up residence. Exploit accent: a broken lock residue at impact. StatusGen: a Malware Stub fragment visibly spawning. Standard finish — red/sickly-green dual glow. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
NC-094,Trace Spoofer,Utility,Control;StatusGen,"Cyberpunk card art. A target spoof ghost-double is applied to an enemy while simultaneously a cyan firewall barrier rises around the user. Target Spoof: double-exposure enemy. StatusGen: Trace Beacon fragment forming. Standard finish — violet/cyan dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
NC-095,Heat Burst,Attack,AOE;StatusGen,"Cyberpunk card art. A radial burst of thermal orange-red energy erupts, scorching all nearby target silhouettes while leaving an Overheat fragment pulsing in the aftermath. AOE: circular expanding blast. StatusGen: Overheat fragment glowing in residue. Standard finish — red/orange dual glow. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
NC-096,Unsafe Cache,Utility,Draw;StatusGen,"Cyberpunk card art. Three data-cards rush rapidly into the hand while a Corrupted Sector fragment spawns and drops into the discard — speed vs. integrity tradeoff. Draw: rapid three-card burst. StatusGen: Corrupted Sector fragment materialising. Standard finish — violet/grey dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
NC-097,Packet Flood,Utility,Cycle;StatusGen,"Cyberpunk card art. Two clean cards flow in as two Dazed Packet fragments leak into the discard simultaneously — an exchange with hidden cost. Cycle: clean in-out flow. StatusGen: two Dazed Packet fragments glowing dimly. Standard finish — violet/grey dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
NC-098,Controlled Burn,Support,Heal;Tradeoff;StatusGen,"Cyberpunk card art. A healing green wave surges inward while a Burn Stack card simultaneously ejects into the discard — benefit and cost happening in the same moment. Heal: green wave inward. Tradeoff: burning card ejecting outward. StatusGen: Burn Stack fragment glowing. Standard finish — green/orange dual glow. Support colour #00FF88. Dark background. No text. No card border. Portrait."
NC-099,Garbage Collector+,Utility,Purge;Cleanup,"Cyberpunk card art. Two junk/status cards feed into an incinerator and reduce to ember-pixels while a single clean card rises from the ash. Purge: burning ember cascade. Cleanup: clean card emerging from ashes. Standard finish — violet/amber dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
NC-100,System Quarantine,Defense,Firewall;Cleanup,"Cyberpunk card art. A massive firewall enclosure forms around the user while a junk card fragment is ejected through a sealed disposal slot in the barrier. Firewall: hex-tile enclosure. Cleanup: ejected junk fragment dissolving outside the barrier. Standard finish — cyan dual glow. Defense colour #00CCDD. Dark background. No text. No card border. Portrait."
NC-101,Deep Clean,Support,Cleanup;Stabilise,"Cyberpunk card art. A targeted cleanse beam dissolves a junk card in the discard while a modest green heal-wave and RAM-crystal recharge happen simultaneously. Cleanup: junk fragment disintegrating under beam. Stabilise: calm green and violet dual effect. Standard finish — green/violet dual glow. Support colour #00FF88. Dark background. No text. No card border. Portrait."
NC-102,Panic Purge,Utility,Cleanup;Emergency,"Cyberpunk card art. All junk and status cards in hand ignite simultaneously in a cleansing emergency burst — multiple corrupt cards incinerated at once in a cascade of embers. Cleanup: mass simultaneous incineration. Emergency: urgency and speed in the composition. Standard finish — violet/amber dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-001,Heavy Shot,Attack,,"Cyberpunk card art. A massive railgun-style barrel fires one enormous energy round; the recoil shudder is visible in the frame and the round leaves a burning channel through the air. Uncommon finish — bright red glow, visible circuit geometry in background, lens bloom. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
UC-002,Chain Bolt,Attack,Exposed Ports,"Cyberpunk card art. A bolt of electricity chains between two target silhouettes, exploiting open data-ports as stepping stones — electric arc visible at each port. Exposed Ports accent: glowing open socket rings on each target. Uncommon finish — bright red/orange glow. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
UC-003,Firewall Mesh,Defense,Firewall,"Cyberpunk card art. A vast dense interlocking mesh of cyan energy hexagons spans the full frame from edge to edge — impenetrable and immovable. Firewall accent: maximum hex-tile density. Uncommon finish — bright cyan glow, visible circuit geometry. Defense colour #00CCDD. Dark background. No text. No card border. Portrait."
UC-004,Firewall Bank,Defense,Firewall,"Cyberpunk card art. A first solid firewall layer forms in the foreground while a second translucent wave pre-loads behind it — two-wave staggered barrier. Firewall: dual-wave visual, first solid and second queuing. Uncommon finish — bright cyan dual glow. Defense colour #00CCDD. Dark background. No text. No card border. Portrait."
UC-005,Emergency Patch,Support,Nanoflow,"Cyberpunk card art. A massive surge of bioluminescent nanites floods inward in one overwhelming wave — more volume than any standard patch, visibly overfilling. Nanoflow: large-scale amber-green flood. Uncommon finish — bright green glow, visible circuit texture. Support colour #00FF88. Dark background. No text. No card border. Portrait."
UC-006,Nano Surge,Support,Nanoflow,"Cyberpunk card art. A deep reservoir of bioluminescent nanite energy rises up from below, a rising tide of warm green-amber light. Nanoflow: deep-pool rising tide. Uncommon finish — bright green dual glow. Support colour #00FF88. Dark background. No text. No card border. Portrait."
UC-007,RAM Burst,Utility,,"Cyberpunk card art. A RAM battery pack explodes with surplus energy — all four indicator cells overflowing simultaneously with violet-white light. Uncommon finish — bright violet glow, visible circuit geometry. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-008,Battery Swap,Utility,,"Cyberpunk card art. A depleted battery cell is ejected in one crisp motion while a fresh fully-charged cell inserts into the slot — a clean swap action. Uncommon finish — violet dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-009,Corrode Payload,Attack,Corrode,"Cyberpunk card art. A heavy payload capsule ruptures, splashing maximum acid-green corrosion across a wide target area — the most severe corrode visual. Corrode accent: aggressive acid-drip at maximum scale. Uncommon finish — red/acid-green dual glow. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
UC-010,Signal Jammer,Utility,Sensor Glitch,"Cyberpunk card art. A wide-angle jamming dish emits a strong interference field — multiple overlapping false echo rings rippling outward. Sensor Glitch accent: wide multi-ring radar interference. Uncommon finish — violet/grey dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-011,Spoof Field,Utility,Target Spoof,"Cyberpunk card art. All enemy silhouettes simultaneously flicker with ghost-doubles — a field that applies the double-exposure spoof effect to every target at once. Target Spoof: mass multi-target double-exposure. Uncommon finish — violet/silver dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-012,Overclock Self,Utility,Overclocked,"Cyberpunk card art. Two overclock charges blaze simultaneously alongside two RAM crystals glowing — a powerful combined overclock state. Overclocked: double-strength blazing gold/orange aura. Uncommon finish — bright gold/violet dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-013,Underclock Pulse,Utility,Underclock,"Cyberpunk card art. A wide frost-wave rolls across all enemy circuit traces simultaneously — a broad underclock field deployment. Underclock accent: wide mass-frost spread across multiple circuit paths. Uncommon finish — violet/ice-blue dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-014,Quarantine Protocol,Utility,,"Cyberpunk card art. A selected card is sealed into a quarantine pod — an isolated containment capsule locking shut around the targeted card. Removal: sealed quarantine pod enclosing the card. Uncommon finish — violet dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-015,Commit Buffer,Utility,,"Cyberpunk card art. A mutation trigger is caught and neutralised mid-activation by an absorber layer — the glowing mutation event frozen inside a containment buffer. Mutation-block: glowing mutation event caught in buffer sphere. Uncommon finish — violet dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
UC-016,Credit Skim,Utility,,"Cyberpunk card art. A thin credit-stream is siphoned from an enemy encounter, stacking into a post-combat reward reserve. Economy: subtle credit-stream siphon from enemy interaction. Uncommon finish — violet/gold dual glow. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
R-001,Plasma Lance,Attack,,"Cyberpunk card art. A beam of pure plasma burns a sustained channel through multiple layers of dark paneling, leaving molten glowing edges on either side of the penetrating beam. Rare finish — dramatic high-contrast lighting, lens flare at emitter origin, complex scorched-panel background. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
R-002,Firewall Bastion,Defense,Firewall,"Cyberpunk card art. An enormous towering wall of pure blue energy rises to fill the frame, with glowing circuit-rivers flowing up its face in streams. Rare finish — dramatic lighting, lens flare at top of the wall, complex circuit-river background. Defense colour #00CCDD. Dark background. No text. No card border. Portrait."
R-003,System Reboot,Support,,"Cyberpunk card art. The frame briefly darkens — a full system restart — then a surge of warm green light floods back in with 3 RAM crystals materialising in the foreground. Rare finish — dramatic black-to-green lighting transition, lens flare on reboot surge. Support colour #00FF88. Dark background. No text. No card border. Portrait."
R-004,Freeze RAM Use,Utility,,"Cyberpunk card art. A RAM gauge and all circuit traces encased in spreading ice-blue frost — all pathways frozen mid-transfer, energy suspended in crystalline stasis. Rare finish — dramatic ice-crystal lighting, lens flare at freeze origin, frost-fracture complex background. Utility colour #8844FF with ice-blue secondary. Dark background. No text. No card border. Portrait."
R-005,RAM Doubler,Utility,,"Cyberpunk card art. A RAM gauge mirrored in a perfect reflection — both the original and its mirror are fully lit and glowing simultaneously, doubling available energy. Rare finish — lens flare on the mirror surface, dramatic layered background. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
R-006,Hand Compiler,Utility,,"Cyberpunk card art. An entire hand of cards cascades back into the draw pile as a massive RAM surge fills the gauge — cards converted directly into energy. Rare finish — dramatic card-cascade and RAM-surge composition, lens flare. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
R-007,Hot Swap Patch,Utility,,"Cyberpunk card art. Two cards face each other in the frame with a glowing mutation badge transferring between them — a mutation-swap mid-operation. Rare finish — mutation token glowing at centre, lens flare on transfer point, complex background. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
R-008,Stabilise Target,Utility,,"Cyberpunk card art. A stabiliser beam targets another card, visibly ticking its mutation counter downward — the countdown number on the target card reducing. Rare finish — mutation counter decrement visual, lens flare on the stabiliser beam. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
R-009,Mutation Sink,Utility,,"Cyberpunk card art. One card's mutation pressure drains into this card, absorbing the strain on behalf of the other — mutation energy visibly transferring between the two. Rare finish — dual-card composition with mutation-transfer beam, lens flare. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
R-010,Credit Heist,Utility,,"Cyberpunk card art. A data-heist operation — an extraction claw pulls damage AND a credit-stream simultaneously from the target, two distinct flows converging toward the attacker. Rare finish — red damage and gold credit dual-stream, lens flare. Utility colour #8844FF. Dark background. No text. No card border. Portrait."
P-001,Assimilate Weak,Utility,Overclocked,"Cyberpunk card art. A smaller fractured enemy silhouette is being absorbed into a stronger cyborg form; prismatic light fractures outward from the assimilation point with iridescent scatter. Prism finish — prismatic colour shift on all glow edges (violet-to-amber), detailed environment suggestion, maximum complexity. Utility: prismatic gold. Dark background. No text. No card border. Portrait."
P-002,Fragment Strong,Utility,Sensor Glitch,"Cyberpunk card art. The strongest enemy shatters into distributed fragments, HP redistributing outward to smaller silhouettes in a radial scatter pattern. Sensor Glitch accent: radar interference rings on the fragmenting target. Prism finish — prismatic iridescent glow, complex background. Utility: prismatic gold. Dark background. No text. No card border. Portrait."
P-003,Cachejack,Skill,,"Cyberpunk card art. A glowing enemy card is stolen mid-air — a data-grapple hook latching onto it and pulling it across the battlefield into the player's hand. Prism finish — prismatic amber/iridescent glow on the stolen card in transit, maximum detail. Skill colour #FFAA00. Dark background. No text. No card border. Portrait."
P-004,Cachejack MkII,Skill,Target Spoof,"Cyberpunk card art. A stolen card arc-transfers to the player's hand while simultaneously a Target Spoof ghost-double is applied to the enemy that lost it. Target Spoof accent: ghost double-exposure on the source enemy. Prism finish — prismatic amber glow, complex background. Skill colour #FFAA00. Dark background. No text. No card border. Portrait."
P-005,Prime Seed,Utility,,"Cyberpunk card art. A dormant circuit seed planted at the centre of the frame — a single glowing node of pure potential energy, minimal and clean, waiting to mutate. Prism finish — subtle iridescence around the seed, clean minimal composition. Utility: prismatic. Dark background. No text. No card border. Portrait."
P-006,Forked Compiler,Utility,,"Cyberpunk card art. Two mutation sparks branch from a single trigger point in a Y-fork — a forked mutation tree showing two simultaneous mutation events activating. Mutation: double-trigger Y-fork visual with branching mutation energy. Prism finish — prismatic iridescent glow. Utility: prismatic. Dark background. No text. No card border. Portrait."
P-007,Hotwire Surge,Skill,,"Cyberpunk card art. A raw electrical bypass hot-wired into the RAM system — blazing gold current surging through an improvised cable connection, +6 RAM flooding in. Prism finish — blazing gold prismatic current, maximum detail. Skill colour #FFAA00. Dark background. No text. No card border. Portrait."
P-008,Burst Cannon,Attack,,"Cyberpunk card art. An enormous shoulder-mounted cannon discharges a catastrophic prismatic energy blast that fills the upper half of the frame. Prism finish — iridescent prismatic edge glow on the blast, maximum subject detail. Attack colour #CC2200. Dark background. No text. No card border. Portrait."
P-009,Street Doc Patch,Skill,,"Cyberpunk card art. A field-medic injector delivers an emergency 30HP dose in an alley-surgery aesthetic — a large green burst of nanite fluid from a street-grade medical tool. Prism finish — large prismatic green burst, gritty street-doc environment suggestion. Skill colour #FFAA00. Dark background. No text. No card border. Portrait."
P-010,Instant Firewall,Skill,Firewall,"Cyberpunk card art. A blinding cyan pulse erupts into a full hexagonal firewall barrier in a single instant — motion blur on the rapidly-forming hex-tiles shows the speed. Firewall accent: hex-tiles with motion-blur speed lines. Prism finish — prismatic cyan/iridescent glow. Skill colour #FFAA00. Dark background. No text. No card border. Portrait."
